Latitude,Longitude,Solar Radiation,Temperature,Cloud Cover,Humidity,Elevation,Slope,Land Cover,Distance From Roads,Suitability_raw,Suitability
19.054999,72.8692035,0.5184539519976109,0.9529507199351046,-59.273972602739725,-68.01639344262296,0.0013374944271065537,0.9494489650752275,1.0,0.003158282630296485,-573.7009999360101,0.35250745977318465
28.6138954,77.2090057,0.40580026479719483,0.8861366862705335,-71.6027397260274,-57.74863387978142,0.04837271511368703,0.923138146207483,1.0,0.0002389053549049908,-586.5145961455488,0.32778794656693994
18.5213738,73.8545071,0.565267338903074,0.9093206246197528,-51.87671232876713,-60.685792349726775,0.12371823450735622,0.8476860546132254,0.5,0.0021216927519840728,-507.34943636657533,0.4805104282675916
19.6199708,74.6546944,0.5886137206303439,0.8907280470492803,-36.26027397260274,-60.59289617486339,0.12082032991529201,0.9279307044051419,1.0,0.0,-421.09137421212455,0.6469162734107946
17.5950822,74.4504661,0.5831598174565114,0.878503346177246,-39.54794520547945,-61.53278688524591,0.16272848863129738,1.0,1.0,0.002359353459255589,-439.4228953951534,0.6115517845846908
26.4876472,74.5578484,0.5227016206622239,0.8899087406205638,-28.863013698630137,-48.37431693989071,0.10900579580918413,0.967603278052079,1.0,0.0015806886556408856,-322.4241760858954,0.8372613621134376
25.3528706,78.6402465,0.49706913734128705,0.8989129993916042,-36.26027397260274,-59.939890710382514,0.049487293802942485,0.9013901728475778,1.0,0.0020737049566996787,-420.3873438356853,0.6482744626266397
31.018294,75.7839116,0.34816235916494137,0.8389048874467652,-43.38356164383562,-63.31967213114754,0.055283102987070884,0.9667977337769913,0.25,0.0021847099519925147,-480.4321763739094,0.5324382050590365
31.1208324,75.7787046,0.34815087121723437,0.8379639018454674,-43.10958904109589,-63.77322404371584,0.05595185020062417,0.9567947660436915,1.0,0.0024342025409381084,-474.1843855499401,0.5444912107303089
31.2206734,75.7696463,0.3403419387634952,0.8251673088622998,-46.94520547945205,-65.33333333333333,0.055283102987070884,0.9499579137821481,0.0,0.006052158650198334,-511.65142355593576,0.4722111945941185
30.7041168,76.7176885,0.36844145885447965,0.8355830460352869,-50.23287671232877,-60.27595628415301,0.07111012037449845,0.9305308762919172,0.5,0.0014881552074557242,-497.89219734696405,0.49875498202259955
30.7908462,76.4984505,0.35863075151281976,0.8291908335023322,-35.98630136986301,-62.90163934426229,0.06442264823896567,0.945273745843818,1.0,0.0011467060975305031,-434.5487070207819,0.6209548875012871
30.8314536,76.5784763,0.36004089709383713,0.8203204218211315,-33.52054794520548,-63.72950819672131,0.06732055283102988,0.9668350859758292,0.25,0.003732467765380899,-433.16813102612923,0.6236182433597023
30.9688367,76.526088,0.3455431070877768,0.809689718109917,-52.97260273972603,-64.64754098360656,0.06442264823896567,0.9100963182330903,1.0,0.00749454214236044,-529.8135425199719,0.43717351022798673
30.8223408,75.1730967,0.37624177534743924,0.8509632934496045,-44.47945205479452,-60.53825136612022,0.05082478823004904,0.9496949929655211,0.5,0.0024055450482791643,-469.69318337641516,0.5531554709133885
34.0322048,75.3226479,0.6462487542756711,0.3774325694585277,-41.19178082191781,-66.86612021857924,0.487962550156041,0.8992367885872656,0.25,0.003631478140642231,-488.3076390902988,0.5172451553140981
30.3843674,76.770421,0.3704260018208404,0.8470979517339283,-41.19178082191781,-61.04644808743169,0.0635309852875613,0.9338862747534422,1.0,0.002902931737393751,-451.3088003588098,0.5886219388245635
30.7988727,76.0372906,0.3480761995571396,0.8354248631109308,-43.10958904109589,-63.849726775956285,0.05907267053053945,0.8806114179427964,1.0,0.001663966727361912,-477.24086073484233,0.5385947724890675
30.854126,75.8594383,0.3511032737778981,0.8371405394443318,-69.41095890410959,-63.297814207650276,0.05751226036558181,0.7879566334083221,1.0,0.0,-609.207095435677,0.2840104209830258
30.9030782,75.8201806,0.3466344621199287,0.8417927398093693,-74.06849315068493,-62.685792349726775,0.05639768167632635,0.9336824541812287,1.0,0.002149615677956212,-624.3053367818362,0.25488345535649704
30.8246101,75.8798662,0.3511032737778981,0.8371405394443318,-52.15068493150685,-63.297814207650276,0.05751226036558181,0.8683480200134903,0.25,0.006392417436920297,-527.5408877019872,0.44155783137153787
30.8457174,75.9469131,0.34867931681175024,0.8350395457310891,-56.80821917808219,-63.21857923497268,0.05617476593847526,0.8972283024165562,1.0,0.003131150761536962,-542.0194687292571,0.41362629138396956
30.7850264,75.859737,0.3543371310573799,0.8413628067329141,-40.917808219178085,-62.60109289617486,0.05639768167632635,0.9668442934817146,1.0,0.001392012602932703,-456.90323361239786,0.577829366276462
30.8298955,75.951807,0.34867931681175024,0.8350395457310891,-49.68493150684932,-63.215846994535525,0.05751226036558181,0.9668353609511181,1.0,0.0005822096341797971,-503.9574637180909,0.4870540957367612
30.8146434,75.9469005,0.34867931681175024,0.8357899006286758,-49.41095890410959,-63.21857923497268,0.05751226036558181,0.9567947660436915,0.0,0.0008215819811723181,-512.9395124260982,0.469726261456215
30.8263619,75.9358985,0.34867931681175024,0.8350395457310891,-51.32876712328767,-63.21857923497268,0.058849754792688364,0.918028883137702,0.0,0.0011145525394125402,-523.8782210495709,0.4486237116446401
30.8196632,75.9214259,0.34867931681175024,0.8350395457310891,-49.68493150684932,-63.21857923497268,0.05929558626839055,0.9215671262786962,0.0,0.0012141300395773023,-515.5290578597346,0.4647306067236822
30.8403219,75.9641954,0.34867931681175024,0.8350395457310891,-45.02739726027397,-63.215846994535525,0.05751226036558181,0.9305180163364875,1.0,0.0004980721246446301,-481.94157264680246,0.5295263339113051
30.8112009,75.9612514,0.34867931681175024,0.8350395457310891,-47.49315068493151,-63.21857923497268,0.058626839054837274,0.9215733979373053,1.0,0.003149862557777222,-494.5624733485112,0.5051785617114641
30.8051191,75.9596721,0.34867931681175024,0.8357899006286758,-48.589041095890416,-63.21857923497268,0.05840392331698618,0.9500132365882498,1.0,0.0030644131930691993,-499.0386343108308,0.49654331847358474
13.0338602,80.2545491,0.6085165900324825,0.9676698438450619,-71.6027397260274,-74.45628415300547,0.003120820329915292,0.9556530547565903,1.0,0.003739873765978524,-666.1796800865961,0.17410102976747452
13.0443237,80.2498455,0.6085165900324825,0.9676698438450619,-68.58904109589041,-74.45628415300547,0.0042353990191707535,0.951440941618491,0.5,0.001073193667799515,-656.266569392259,0.19322503420123482
13.0497324,80.2582028,0.6085165900324825,0.9676698438450619,-68.04109589041096,-74.45628415300547,0.004012483281319661,0.9381061288625528,1.0,0.0025015079125510556,-648.9848102862156,0.20727273302387578
13.0286286,80.240256,0.6085165900324825,0.9662502534982763,-66.94520547945206,-74.45628415300547,0.0028979045920642,0.9030113382699564,0.5,0.0033954247435439263,-649.7611933669872,0.20577496366198886
13.0244783,80.253937,0.6085165900324825,0.9676698438450619,-68.58904109589041,-74.45628415300547,0.0028979045920642,0.920746644457107,0.5,0.0025947878577764994,-657.344746972513,0.19114505411618074
13.0310236,80.2582995,0.6085165900324825,0.9676698438450619,-71.6027397260274,-74.45628415300547,0.0035666518056174765,0.9783917238081982,1.0,0.0023147216892546144,-665.3898779086952,0.17562468675242066
13.04131,80.2604719,0.6085165900324825,0.9676698438450619,-69.41095890410959,-74.45628415300547,0.003789567543468569,1.0,1.0,0.006347819459595122,-653.6397443613763,0.1982926073461621
12.9666144,79.9458077,0.563834217426642,0.9803974852971,-64.75342465753424,-71.85519125683061,0.010477039679001338,0.9567947660436915,1.0,0.0030223750861531873,-619.061054829735,0.26500052903763377
13.0492031,80.1010677,0.5633201317667605,0.9780571892111133,-57.9041095890411,-73.85519125683061,0.00490414623272403,0.9690364603678727,0.5,0.0044743902878221255,-599.4815240835535,0.302772631493306
13.0320131,80.158304,0.592824053464909,0.9750152098965728,-62.56164383561645,-73.77322404371584,0.004458314757021846,0.9567947660436915,1.0,0.0016118113822568155,-617.5666596338922,0.26788346066548435
30.8402061,75.983601,0.34867931681175024,0.8350395457310891,-43.65753424657535,-63.213114754098356,0.06018724921979492,0.8349781744058379,1.0,0.000926246822866768,-478.3869655798598,0.5363837496513835
13.3462955,79.0936286,0.5901961854269648,0.9390143987020889,-51.602739726027394,-66.8688524590164,0.07311636201515827,0.9514284427417234,0.0,0.0022857704457616016,-538.1751050867097,0.42104269473222056
13.1701649,79.2056444,0.5876315011014073,0.9533522612046239,-54.342465753424655,-67.81147540983606,0.05840392331698618,0.9514357698610374,0.5,0.004028805591054085,-551.5597774175517,0.39522148271391083
13.1673168,79.2128484,0.5844292356781198,0.9534293246805923,-54.342465753424655,-68.29781420765028,0.057958091841284,0.9690288388305727,0.0,0.016458914710518475,-558.3124897995351,0.3821944011534547
13.1125855,79.3541555,0.5754198126890133,0.9668829851957007,-55.71232876712329,-68.2568306010929,0.04213107445385644,0.9690323801789902,0.5,0.0036075087295073444,-560.1377876667084,0.378673104399985
13.1166797,79.4089016,0.569506391606906,0.9715432975055772,-52.42465753424658,-68.26775956284153,0.036558181007579134,0.9315374747211607,1.0,0.00030207980149846603,-540.1489456810443,0.41723483487455193
12.9766261,79.3627129,0.5636417943025526,0.9706753194078281,-55.43835616438356,-67.59562841530055,0.03990191707534552,0.9690411043949739,1.0,0.0019356030231701233,-550.562628681364,0.3971451449668569
12.9071753,79.1309695,0.5633057718321273,0.9621091056580817,-57.35616438356165,-67.53005464480874,0.04993312527864467,0.9690455234422933,0.0,0.006042061417197266,-569.802273523498,0.3600287377552305
30.6788226,75.5009836,0.37215206596379613,0.8410829446359765,-37.9041095890411,-62.16120218579235,0.05349977708426215,1.0,1.0,0.003134092548656788,-438.32172397958925,0.6136761235215705
30.8297091,75.5185324,0.3636710885692051,0.8566375988643278,-37.35616438356164,-59.41803278688525,0.053053945608559964,0.9305190384668542,1.0,0.0012563708960211478,-424.16984632276666,0.6409773995185906
30.8041704,75.4753645,0.3671490647374576,0.8519407828026769,-40.64383561643836,-59.71584699453552,0.05372269282211324,0.8727461136603635,1.0,0.002390859793641839,-444.1378974951274,0.6024557779077351
30.7796787,75.9580482,0.35104009006551024,0.8405921719732307,-45.84931506849316,-62.63661202185792,0.058849754792688364,0.9497173520672942,1.0,0.0009632181356448223,-482.3563418465492,0.5287261765984774
30.7684842,75.9533275,0.35104009006551024,0.8399188805516122,-40.36986301369864,-62.63661202185792,0.05951850200624164,0.9452845393182888,1.0,0.0029438031310686807,-455.10045974359,0.5813072105700642
30.741739,75.8646558,0.3543371310573799,0.8406570675319409,-39.0,-62.60109289617486,0.056843513152028534,1.0,1.0,0.001201250309597359,-446.16050499702027,0.5985538387458882
30.7646786,75.9151414,0.3543371310573799,0.8399026566619346,-39.821917808219176,-62.59562841530055,0.0577351761034329,0.9500185305569429,1.0,0.0009172346673115875,-451.9950113970231,0.5872981260132344
30.8006482,75.9190724,0.34867931681175024,0.8365483674711011,-45.84931506849316,-63.21857923497268,0.05840392331698618,0.9668412104254454,1.0,0.0009671651441212844,-484.7564260712978,0.5240960233831289
30.7994907,75.9034513,0.3511032737778981,0.8357006692354492,-42.28767123287671,-63.2896174863388,0.05818100757913509,0.9748445995208787,1.0,0.0035963422324321523,-466.9933970077269,0.558363798357416
30.8031696,75.8897012,0.3511032737778981,0.8371405394443318,-42.28767123287671,-63.29234972677595,0.05840392331698618,0.97484358016804,1.0,0.0025806931983331683,-466.9909460375475,0.5583685266779225
30.8014076,75.883324,0.3511032737778981,0.8371405394443318,-43.10958904109589,-63.29234972677595,0.057958091841284,0.8677710274214468,1.0,0.0019464444213124694,-474.85849839269866,0.5431907373076592
30.846374,75.8628312,0.3511032737778981,0.8357006692354492,-68.58904109589041,-63.2896174863388,0.05751226036558181,0.9215470280848539,1.0,0.0006537039537858353,-600.3972273958481,0.30100609072277534
30.8431116,75.8686984,0.3511032737778981,0.8357006692354492,-67.4931506849315,-63.2896174863388,0.05840392331698618,0.95000822592743,1.0,0.0019749783978448335,-593.9003632655943,0.31353959935226017
30.8284119,75.8903213,0.3511032737778981,0.8371405394443318,-53.7945205479452,-63.29234972677595,0.05818100757913509,1.0,1.0,0.0024766925722667235,-523.648224912634,0.4490674116373218
