latitude,longitude,elevation,slope,land cover,distance from roads,vegetation,aspect,temperature,relative humidity,wind speed,solar radiation,max precipitation (mm),total sunshine (min),total snowfall (mm),max surface pressure (hpa),max dew point (°c),total shortwave radiation (wh/m²),total reference evapotranspiration (mm),lst,cloud cover_megakitty,ahp_score
0.6099272154224524,0.4565969937690647,0.375751503006012,0.1756152874459509,1.0,0.0350919330009879,0.1158323632130384,0.75,0.4531720909073679,0.4616384915474641,0.2527782560896457,0.5021531774459722,0.1589147286821705,0.8940946972954575,0.0,0.8976665046183765,0.8661710037174722,0.799970103711648,0.7488139202330724,0.3275039745627973,0.9906023396956396,1.0
0.182195669850341,0.294105225153598,0.7645290581162325,0.2181676489913087,0.0,0.0511899852362353,0.4186554132712456,1.0,0.3704153003392913,0.6379440147833825,0.3917904022676395,0.9344146174588478,0.1179748062015503,0.8829639582227498,0.0,0.7892561983471076,0.7323420074349443,0.8636800432784371,0.7444838938163475,0.2276629570747217,0.992800191544484,1.0
0.3567778786934147,0.3556190004371062,0.591182364729459,0.1054960820512974,0.0,0.0598541739367284,0.5612630966239814,0.75,0.4590859980666061,0.59749503798508,0.5253056412837595,0.631279430112289,0.1547965116279069,0.8430889421624337,0.0,0.8368983957219254,0.8401486988847583,0.819001701241171,0.7285091255752195,0.2576425164660466,0.9912886599759512,1.0
0.5693320556438936,0.0728432646525581,0.0821643286573146,0.1455085400879752,1.0,0.0476498877664196,0.1618160651920838,0.0,0.7671967700968595,0.2639107521730203,0.6893518947772754,0.8474906427335298,0.2134205426356589,0.925049579272702,0.0,0.975206611570248,0.8810408921933086,0.8508685346310546,0.9231197573046912,0.5201907790143063,0.9907152887336456,1.0
0.3468339728430982,0.3769008745812947,0.2895791583166333,0.1689615097366881,0.0,0.3655378125480555,0.2142025611175785,0.25,0.6923630987357127,0.5854493190062284,0.2972833357616858,0.6137320400853237,0.3071705426356589,0.8543845805613983,0.0,0.9158969372873118,0.8810408921933086,0.816415435026586,0.7365544215717277,0.406359300476948,0.9908500772816936,1.0
0.2194710938591822,0.3475458924743467,0.4268537074148296,0.5657108957214249,0.0,0.172870568882415,0.324941792782305,0.75,0.7333055329150633,0.5335021559099309,0.4917943759354674,0.8439409184207348,0.1356589147286821,0.8688062165646185,0.0,0.8760330578512396,0.7806691449814127,0.8503453495848934,0.83147644100339,0.4739268680445157,0.995942226502043,1.0
0.3209653889388048,0.3439777609911602,0.5040080160320641,0.3689512948575379,0.0,0.1872756557571274,0.3827124563445867,0.75,0.6092082567242262,0.5068099377181575,0.5781686689537331,0.6413571054855726,0.1642441860465116,0.849896405542543,0.0,0.8592610597958192,0.7881040892193308,0.8204870247735834,0.7799170523746092,0.3489136195018563,0.9925160985543764,1.0
0.2589577447043333,0.2486496623942953,0.5981963927855711,0.1455085400879752,0.0,0.2579631770795408,0.1932479627473807,1.0,0.5605132968136938,0.5719663267401275,0.6858948037670368,0.7670946190687012,0.1121608527131782,0.8632026421488713,0.0,0.8327661643169666,0.754646840148699,0.8390191644699225,0.7714307351689904,0.4594594594594582,0.9909048048874664,1.0
0.381892134670227,0.3411665161435764,0.5591182364729459,0.2719172205650587,0.25,0.0332460189391278,0.249708963911525,0.25,0.5125575752980641,0.5502019026760661,0.390889704226658,0.5924739405159575,0.222141472868217,0.8663670804299279,0.0,0.8449197860962568,0.7806691449814127,0.8132822565528629,0.7309815172020543,0.3794382617912021,0.9960029050944132,1.0
0.2233413555261443,0.2850681188889271,0.6192384769539078,0.0750461633961592,0.0,0.1407491700061035,0.2463620488940628,0.5,0.5734973558011255,0.4864827869413456,0.4933176152694807,0.9182517004064886,0.0816375968992248,0.8881744056405906,0.0,0.8269324258629073,0.7174721189591079,0.8612978310954629,0.8092872829975185,0.6168521462639116,0.992559680583116,1.0
0.610259565965102,0.4567078650683638,0.3687374749498998,0.2160888275414095,1.0,0.0153371796720231,0.1030267753201397,0.75,0.4531720909073679,0.4619122578878928,0.2527782560896457,0.5021531774459722,0.1589147286821705,0.8940946972954575,0.0,0.8993680116674769,0.8661710037174722,0.799970103711648,0.7493306723568792,0.3230524642289349,0.9923849431081389,1.0
0.2087354193487867,0.2755736773776422,0.6793587174348698,0.1044361573794831,0.0,0.1790059237517232,0.3032596041909197,0.25,0.4723164698523415,0.5943467250701527,0.4857146641588405,0.9239908238419126,0.0867248062015503,0.87871779540689,0.0,0.8121050072921732,0.7323420074349443,0.8621437062381212,0.7710520805955116,0.3408585055643859,0.9932225748563854,1.0
0.222237746190589,0.3595222872561969,0.313627254509018,0.0,0.0,0.0742808688094313,0.2105646100116414,0.0,0.8269803059309666,0.5085209773458356,0.472376385816655,0.8178613112246959,0.094234496124031,0.8665899474504953,0.0,0.9073894020418086,0.7806691449814127,0.8465015410824837,0.8429207186418324,0.6143084260731313,0.9920885083109716,1.0
0.3439530664313885,0.3159668321875012,0.4959919839679358,0.0727733293995447,0.0,0.1303589176976999,0.2034342258440046,1.0,0.6243531664044578,0.477996030388064,0.3718160986529265,0.5290296615285569,0.2778585271317829,0.8503883252436767,0.0,0.859747204666991,0.7881040892193308,0.8039313619182987,0.7508987477670509,0.4883942766295686,0.9929934357793192,1.0
0.3675311430549894,0.3472498160233678,0.533066132264529,0.2405947903367991,0.25,0.1397902390493458,0.8814027939464494,0.5,0.4990238262221122,0.5944836082403671,0.4258314899929796,0.6043948967682222,0.2332848837209302,0.8604064595818451,0.0,0.8524550315994168,0.7806691449814127,0.8150392566738729,0.726709402661273,0.2277901430842608,0.990879513783143,1.0
0.2566220914450958,0.2334421318338297,0.6422845691382766,0.4732378772208943,0.0,0.0750670732968739,0.4557625145518044,0.5,0.4406619026858987,0.7202108000821298,0.6607414864166785,0.6635972149555284,0.1315406976744186,0.8460615026166286,0.0,0.8218279047156054,0.758364312267658,0.8237649392464711,0.7084003403436395,0.2868044515103339,0.9938771741267676,1.0
0.0527433378977761,0.3431164139084541,0.0671342685370741,0.3917056303815201,0.5,0.0501642928286123,0.4174912689173457,0.0,0.971188657429346,0.6966668948052837,0.4396730995933611,0.7739847868958039,0.1504360465116279,0.8725641134706236,0.0,0.969129800680603,0.862453531598513,0.8400346891853743,0.783512043442816,0.5697933227344991,0.992119666689495,1.0
0.0868790244169416,0.3339934816905232,0.2695390781563126,0.2303421385841055,0.0,0.0146230911834689,0.3218859138533178,0.0,0.816612013571659,0.6187803709533916,0.4259639455872418,0.7887954280194802,0.1397771317829457,0.8722956834092007,0.0,0.9149246475449684,0.7806691449814127,0.8422175927793341,0.8136885855692518,0.5028086910439844,0.9918404827898416,1.0
